Time_s,Length_mm,Pressure_kPa
222.7,160.52,50.0
223.7,160.53,50.0
224.7,160.53,50.0
225.7,160.54,50.0
226.7,160.55,50.0
227.7,160.56,50.0
228.8,160.55,50.0
229.8,160.55,50.0
230.8,160.54,50.0
231.8,160.55,50.0
232.8,160.55,50.0
233.8,160.54,50.0
234.9,160.54,50.0
235.9,160.53,50.0
237.0,160.54,50.0
238.0,160.54,50.0
239.0,160.52,50.0
240.0,160.52,50.0
241.1,160.53,17.7
242.1,160.53,0.0
243.2,160.53,0.0
244.2,160.51,0.0
245.2,160.49,0.0
246.3,160.49,0.0
247.3,160.49,0.0
248.3,160.49,0.0
249.3,160.49,0.0
250.3,160.5,0.0
251.3,160.51,0.0
252.3,160.52,0.0
253.3,160.52,0.0
254.4,160.51,0.0
255.4,160.51,0.0
256.4,160.49,0.0
257.5,160.5,0.0
258.5,160.5,0.0
259.5,160.49,0.0
260.5,160.48,0.0
261.5,160.47,0.0
262.6,160.47,0.0
263.6,160.5,0.0
264.6,160.53,0.0
265.6,160.55,0.0
266.7,160.53,0.0
267.7,160.52,0.0
268.7,160.5,0.0
269.7,160.5,0.0
270.8,160.5,42.6
271.9,160.53,60.0
272.9,160.55,60.0
274.0,160.56,60.0
275.0,160.55,60.0
276.0,160.56,60.0
277.0,160.57,60.0
278.0,160.59,60.0
279.0,160.59,60.0
280.1,160.59,60.0
281.1,160.6,60.0
282.2,160.61,60.0
283.2,160.61,60.0
284.2,160.61,60.0
285.3,160.6,60.0
286.3,160.61,60.0
287.3,160.61,60.0
288.3,160.6,60.0
289.3,160.59,60.0
290.3,160.58,60.0
291.3,160.58,60.0
292.4,160.58,60.0
293.4,160.57,60.0
294.4,160.57,60.0
295.4,160.57,60.0
296.4,160.59,60.0
297.5,160.61,60.0
298.5,160.61,60.0
299.5,160.61,60.0
300.5,160.6,53.6
301.5,160.58,0.0
302.5,160.58,0.0
303.6,160.59,0.0
304.6,160.6,0.0
305.6,160.62,0.0
306.7,160.62,0.0
307.7,160.63,0.0
308.7,160.63,0.0
309.7,160.62,0.0
310.8,160.62,0.0
311.8,160.63,0.0
312.8,160.63,0.0
313.9,160.6,0.0
314.9,160.57,0.0
315.9,160.53,0.0
317.0,160.52,0.0
318.0,160.51,0.0
319.0,160.52,0.0
320.0,160.52,0.0
321.1,160.53,0.0
322.1,160.54,0.0
323.1,160.54,0.0
324.1,160.54,0.0
325.1,160.54,0.0
326.1,160.54,0.0
327.2,160.54,0.0
328.2,160.55,0.0
329.2,160.55,0.0
330.2,160.55,0.0
331.2,160.55,49.0
332.2,160.54,70.0
333.2,160.53,70.0
334.3,160.53,70.0
335.3,160.58,70.0
336.3,160.63,70.0
337.3,160.66,70.0
338.3,160.66,70.0
339.3,160.66,70.0
340.4,160.67,70.0
341.4,160.68,70.0
342.4,160.67,70.0
343.4,160.67,70.0
344.4,160.67,70.0
345.5,160.66,70.0
346.5,160.67,70.0
347.5,160.67,70.0
348.5,160.68,70.0
349.5,160.69,70.0
350.5,160.68,70.0
351.6,160.67,70.0
352.6,160.66,70.0
353.6,160.67,70.0
354.7,160.68,70.0
355.7,160.68,70.0
356.8,160.68,70.0
357.8,160.67,70.0
358.8,160.66,70.0
359.9,160.65,70.0
360.9,160.65,70.0
361.9,160.65,70.0
362.9,160.66,70.0
363.9,160.66,70.0
365.0,160.63,70.0
366.0,160.59,65.6
367.0,160.55,0.0
368.0,160.54,0.0
369.1,160.55,0.0
370.1,160.55,0.0
371.1,160.56,0.0
372.1,160.55,0.0
373.1,160.55,0.0
374.1,160.56,0.0
375.2,160.56,0.0
376.2,160.57,0.0
377.2,160.56,0.0
378.2,160.55,0.0
379.2,160.55,0.0
380.3,160.55,0.0
381.3,160.55,0.0
382.3,160.54,0.0
383.4,160.54,0.0
384.4,160.55,0.0
385.4,160.57,0.0
386.4,160.57,0.0
387.4,160.56,0.0
388.4,160.55,0.0
389.5,160.55,0.0
390.5,160.55,0.0
391.5,160.55,0.0
392.5,160.55,0.0
393.5,160.55,17.1
394.5,160.56,80.0
395.5,160.55,80.0
396.5,160.55,80.0
397.6,160.54,80.0
398.6,160.58,80.0
399.6,160.63,80.0
400.6,160.68,80.0
401.6,160.7,80.0
402.7,160.71,80.0
403.7,160.72,80.0
404.7,160.72,80.0
405.8,160.72,80.0
406.8,160.72,80.0
407.9,160.71,80.0
408.9,160.72,80.0
409.9,160.72,80.0
410.9,160.73,80.0
411.9,160.73,80.0
412.9,160.74,80.0
413.9,160.75,80.0
415.0,160.75,80.0
416.0,160.74,80.0
417.0,160.74,80.0
418.0,160.74,80.0
419.1,160.74,80.0
420.1,160.74,80.0
421.1,160.73,13.3
422.1,160.72,0.0
423.2,160.68,0.0
424.2,160.64,0.0
425.2,160.61,0.0
426.2,160.62,0.0
427.2,160.62,0.0
428.3,160.62,0.0
429.3,160.58,0.0
430.3,160.57,0.0
431.3,160.57,0.0
432.3,160.57,0.0
433.3,160.56,0.0
434.3,160.56,0.0
435.4,160.56,0.0
436.4,160.56,0.0
437.4,160.56,0.0
438.4,160.57,0.0
439.5,160.58,0.0
440.5,160.59,0.0
441.5,160.58,0.0
442.5,160.57,0.0
443.5,160.56,0.0
444.5,160.56,0.0
445.5,160.57,0.0
446.6,160.58,0.0
447.6,160.58,0.0
448.6,160.58,0.0
449.6,160.58,0.0
450.6,160.58,6.2
451.7,160.61,90.0
452.7,160.67,90.0
453.7,160.72,90.0
454.8,160.75,90.0
455.8,160.74,90.0
456.8,160.73,90.0
457.8,160.73,90.0
458.8,160.73,90.0
459.8,160.74,90.0
460.8,160.74,90.0
461.9,160.74,90.0
462.9,160.74,90.0
463.9,160.73,90.0
464.9,160.74,90.0
465.9,160.74,90.0
466.9,160.75,90.0
468.0,160.74,90.0
469.0,160.73,90.0
470.0,160.73,90.0
471.0,160.74,90.0
472.0,160.75,90.0
473.0,160.74,90.0
474.1,160.74,90.0
475.1,160.73,90.0
476.1,160.73,90.0
477.1,160.73,90.0
478.1,160.74,90.0
479.1,160.74,90.0
480.1,160.74,90.0
481.1,160.73,90.0
482.1,160.72,15.0
483.1,160.72,0.0
484.1,160.72,0.0
485.2,160.72,0.0
486.2,160.72,0.0
487.2,160.73,0.0
488.2,160.73,0.0
489.2,160.74,0.0
490.2,160.74,0.0
491.3,160.74,0.0
492.3,160.74,0.0
493.4,160.74,0.0
494.4,160.74,0.0
495.4,160.73,0.0
496.4,160.72,0.0
497.4,160.71,0.0
498.4,160.72,0.0
499.5,160.72,0.0
500.5,160.71,0.0
501.5,160.72,0.0
502.5,160.71,0.0
503.6,160.72,0.0
504.6,160.71,0.0
505.6,160.71,0.0
506.6,160.72,0.0
507.6,160.72,0.0
508.7,160.73,0.0
509.7,160.73,0.0
510.7,160.75,41.9
511.7,160.74,100.0
512.7,160.72,100.0
513.7,160.69,100.0
514.8,160.67,100.0
515.8,160.68,100.0
516.8,160.69,100.0
517.8,160.71,100.0
518.8,160.71,100.0
519.9,160.7,100.0
520.9,160.69,100.0
521.9,160.69,100.0
522.9,160.7,100.0
523.9,160.7,100.0
524.9,160.71,100.0
525.9,160.71,100.0
526.9,160.71,100.0
527.9,160.7,100.0
528.9,160.69,100.0
530.0,160.68,100.0
531.0,160.68,100.0
532.0,160.68,100.0
533.0,160.68,100.0
534.1,160.69,100.0
535.1,160.68,100.0
536.1,160.68,100.0
537.1,160.69,100.0
538.1,160.69,100.0
539.1,160.7,100.0
540.1,160.7,82.8
541.1,160.71,0.0
542.2,160.73,0.0
543.2,160.75,0.0
544.2,160.76,0.0
545.2,160.77,0.0
546.2,160.77,0.0
547.3,160.78,0.0
548.3,160.77,0.0
549.3,160.76,0.0
550.3,160.76,0.0
551.3,160.75,0.0
552.3,160.75,0.0
553.3,160.76,0.0
554.4,160.76,0.0
555.4,160.77,0.0
556.5,160.78,0.0
557.5,160.77,0.0
558.5,160.76,0.0
559.5,160.77,0.0
560.5,160.77,0.0
561.5,160.78,0.0
562.5,160.77,0.0
563.5,160.77,0.0
564.5,160.78,0.0
565.6,160.78,0.0
566.6,160.79,0.0
567.6,160.79,0.0
568.6,160.78,0.0
569.7,160.78,0.0
570.7,160.78,60.3
571.7,160.78,110.0
572.7,160.77,110.0
573.7,160.75,110.0
574.8,160.73,110.0
575.8,160.72,110.0
576.8,160.69,110.0
577.8,160.61,110.0
578.8,160.54,110.0
579.9,160.45,110.0
580.9,160.38,110.0
581.9,160.29,110.0
582.9,160.19,110.0
583.9,160.11,110.0
585.0,160.07,110.0
586.0,160.06,110.0
587.1,160.06,110.0
588.1,160.06,110.0
589.1,160.07,110.0
590.1,160.1,110.0
591.1,160.13,110.0
592.1,160.18,110.0
593.1,160.23,110.0
594.2,160.27,110.0
595.2,160.27,110.0
596.2,160.22,110.0
597.2,160.15,110.0
598.3,160.09,110.0
599.3,160.05,110.0
600.3,160.05,110.0
601.4,160.05,14.2
602.4,160.16,0.0
603.4,160.29,0.0
604.4,160.44,0.0
605.5,160.48,0.0
606.5,160.49,0.0
607.5,160.49,0.0
608.5,160.48,0.0
609.5,160.48,0.0
610.5,160.48,0.0
611.5,160.49,0.0
612.6,160.49,0.0
613.6,160.51,0.0
614.6,160.52,0.0
615.6,160.51,0.0
616.6,160.51,0.0
617.6,160.51,0.0
618.6,160.51,0.0
619.6,160.51,0.0
620.7,160.51,0.0
621.7,160.51,0.0
622.7,160.5,0.0
623.7,160.5,0.0
624.7,160.5,0.0
625.7,160.51,0.0
626.7,160.51,0.0
627.8,160.5,0.0
628.8,160.49,0.0
629.9,160.49,0.0
630.9,160.49,76.0
631.9,160.5,120.0
632.9,160.37,120.0
633.9,160.07,120.0
634.9,159.76,120.0
636.0,159.47,120.0
637.1,159.39,120.0
638.1,159.34,120.0
639.1,159.29,120.0
640.1,159.14,120.0
641.2,158.92,120.0
642.2,158.69,120.0
643.2,158.47,120.0
644.2,158.35,120.0
645.2,158.27,120.0
646.2,158.25,120.0
647.3,158.24,120.0
648.3,158.26,120.0
649.3,158.31,120.0
650.3,158.41,120.0
651.4,158.5,120.0
652.4,158.55,120.0
653.4,158.62,120.0
654.4,158.7,120.0
655.4,158.72,120.0
656.5,158.65,120.0
657.5,158.48,120.0
658.5,158.32,120.0
659.5,158.13,120.0
660.5,157.98,90.0
661.5,157.95,0.0
662.5,158.54,0.0
663.5,159.35,0.0
664.5,160.17,0.0
665.6,160.5,0.0
666.6,160.53,0.0
667.6,160.54,0.0
668.6,160.56,0.0
669.6,160.55,0.0
670.6,160.54,0.0
671.6,160.54,0.0
672.6,160.55,0.0
673.7,160.56,0.0
674.7,160.56,0.0
675.7,160.57,0.0
676.7,160.57,0.0
677.8,160.57,0.0
678.8,160.56,0.0
679.8,160.55,0.0
680.8,160.53,0.0
681.8,160.54,0.0
682.9,160.55,0.0
683.9,160.55,0.0
684.9,160.55,0.0
685.9,160.56,0.0
686.9,160.57,0.0
687.9,160.58,0.0
689.0,160.59,0.0
690.0,160.58,0.0
691.0,160.59,88.1
692.0,160.49,130.0
693.0,159.76,130.0
694.0,158.83,130.0
695.1,157.92,130.0
696.1,157.44,130.0
697.2,157.41,130.0
698.2,157.41,130.0
699.2,157.42,130.0
700.2,157.35,130.0
701.2,157.21,130.0
702.2,156.97,130.0
703.2,156.68,130.0
704.3,156.44,130.0
705.3,156.24,130.0
706.3,156.11,130.0
707.4,156.03,130.0
708.4,155.99,130.0
709.5,155.98,130.0
710.5,156.03,130.0
711.6,156.08,130.0
712.6,156.16,130.0
713.6,156.23,130.0
714.6,156.29,130.0
715.6,156.41,130.0
716.7,156.53,130.0
717.7,156.62,130.0
718.7,156.57,130.0
719.7,156.44,130.0
720.8,156.27,130.0
721.8,156.25,0.0
722.8,157.24,0.0
723.8,158.5,0.0
724.8,159.84,0.0
725.8,160.42,0.0
726.9,160.45,0.0
727.9,160.47,0.0
728.9,160.46,0.0
729.9,160.47,0.0
731.0,160.47,0.0
732.0,160.48,0.0
733.0,160.47,0.0
734.0,160.48,0.0
735.0,160.5,0.0
736.1,160.5,0.0
737.1,160.5,0.0
738.1,160.48,0.0
739.1,160.47,0.0
740.1,160.48,0.0
741.2,160.48,0.0
742.2,160.49,0.0
743.2,160.48,0.0
744.2,160.48,0.0
745.3,160.48,0.0
746.3,160.46,0.0
747.3,160.46,0.0
748.3,160.47,0.0
749.3,160.49,0.0
750.3,160.5,0.0
751.4,160.5,131.0
752.4,159.35,140.0
753.4,157.26,140.0
754.4,155.24,140.0
755.4,153.17,140.0
756.4,152.72,140.0
757.5,152.86,140.0
758.5,153.04,140.0
759.5,153.28,140.0
760.5,153.5,140.0
761.6,153.57,140.0
762.6,153.47,140.0
763.6,153.19,140.0
764.6,152.85,140.0
765.6,152.59,140.0
766.6,152.41,140.0
767.6,152.35,140.0
768.7,152.35,140.0
769.7,152.42,140.0
770.7,152.48,140.0
771.7,152.55,140.0
772.7,152.66,140.0
773.7,152.78,140.0
774.7,152.9,140.0
775.7,152.96,140.0
776.8,152.9,140.0
777.8,152.78,140.0
778.8,152.64,140.0
779.8,152.49,140.0
780.8,152.42,82.1
781.8,153.24,0.0
782.8,155.56,0.0
783.9,158.01,0.0
784.9,160.15,0.0
785.9,160.42,0.0
786.9,160.44,0.0
787.9,160.45,0.0
788.9,160.45,0.0
789.9,160.46,0.0
791.0,160.45,0.0
792.0,160.45,0.0
793.0,160.44,0.0
794.0,160.45,0.0
795.1,160.46,0.0
796.1,160.47,0.0
797.1,160.47,0.0
798.1,160.46,0.0
799.1,160.45,0.0
800.2,160.45,0.0
801.2,160.45,0.0
802.2,160.44,0.0
803.2,160.44,0.0
804.3,160.46,0.0
805.3,160.47,0.0
806.3,160.48,0.0
807.3,160.48,0.0
808.4,160.48,0.0
809.4,160.48,0.0
810.4,160.48,5.0
811.4,160.38,150.0
812.5,158.01,150.0
813.5,154.67,150.0
814.6,151.54,150.0
815.6,149.16,150.0
816.6,149.2,150.0
817.7,149.44,150.0
818.7,149.68,150.0
819.7,149.94,150.0
820.7,150.04,150.0
821.7,149.87,150.0
822.7,149.52,150.0
823.8,149.14,150.0
824.8,148.99,150.0
825.8,149.0,150.0
826.8,149.14,150.0
827.8,149.32,150.0
828.9,149.52,150.0
829.9,149.71,150.0
830.9,149.77,150.0
831.9,149.68,150.0
832.9,149.45,150.0
833.9,149.14,150.0
834.9,148.91,150.0
835.9,148.82,150.0
837.1,148.86,150.0
838.1,148.98,150.0
839.1,149.14,150.0
840.1,149.32,138.9
841.1,149.45,0.0
842.2,151.28,0.0
843.2,154.6,0.0
844.2,157.93,0.0
845.2,160.22,0.0
846.2,160.3,0.0
847.3,160.29,0.0
848.3,160.29,0.0
849.3,160.31,0.0
850.3,160.37,0.0
851.3,160.4,0.0
852.3,160.41,0.0
853.3,160.4,0.0
854.3,160.39,0.0
855.4,160.39,0.0
856.4,160.4,0.0
857.4,160.39,0.0
858.4,160.37,0.0
859.4,160.37,0.0
860.4,160.37,0.0
861.4,160.37,0.0
862.5,160.37,0.0
863.5,160.38,0.0
864.6,160.37,0.0
865.6,160.38,0.0
866.6,160.37,0.0
867.6,160.36,0.0
868.7,160.37,0.0
869.7,160.37,0.0
870.7,160.36,20.6
871.7,159.76,160.0
872.7,156.41,160.0
873.8,152.44,160.0
874.8,148.17,160.0
875.8,146.31,160.0
876.8,146.5,160.0
877.8,146.75,160.0
878.8,146.98,160.0
879.9,147.08,160.0
880.9,146.97,160.0
881.9,146.72,160.0
882.9,146.44,160.0
883.9,146.3,160.0
884.9,146.31,160.0
886.0,146.47,160.0
887.0,146.66,160.0
888.0,146.83,160.0
889.0,146.88,160.0
890.0,146.73,160.0
891.0,146.51,160.0
892.0,146.29,160.0
893.0,146.2,160.0
894.0,146.23,160.0
895.1,146.35,160.0
896.1,146.55,160.0
897.1,146.71,160.0
898.1,146.77,160.0
899.1,146.71,160.0
900.1,146.54,160.0
901.2,146.31,77.4
902.2,147.22,0.0
903.2,151.16,0.0
904.2,155.48,0.0
905.3,159.51,0.0
906.3,160.35,0.0
907.3,160.4,0.0
908.3,160.43,0.0
909.3,160.44,0.0
910.4,160.46,0.0
911.4,160.46,0.0
912.4,160.47,0.0
913.4,160.47,0.0
914.4,160.45,0.0
915.4,160.45,0.0
916.5,160.47,0.0
917.5,160.47,0.0
918.5,160.48,0.0
919.5,160.47,0.0
920.5,160.48,0.0
921.6,160.5,0.0
922.6,160.5,0.0
923.6,160.51,0.0
924.6,160.49,0.0
925.6,160.49,0.0
926.7,160.48,0.0
927.7,160.48,0.0
928.7,160.48,0.0
929.7,160.47,0.0
930.7,160.47,0.0
931.7,160.47,153.5
932.7,159.88,170.0
933.8,156.02,170.0
934.8,151.89,170.0
935.8,147.73,170.0
936.8,144.3,170.0
937.9,144.34,170.0
938.9,144.6,170.0
939.9,144.67,170.0
940.9,144.56,170.0
941.9,144.29,170.0
942.9,144.08,170.0
943.9,144.06,170.0
944.9,144.15,170.0
946.0,144.35,170.0
947.0,144.48,170.0
948.0,144.46,170.0
949.0,144.28,170.0
950.1,144.06,170.0
951.1,143.89,170.0
952.1,143.9,170.0
953.1,144.07,170.0
954.1,144.28,170.0
955.1,144.4,170.0
956.1,144.4,170.0
957.1,144.3,170.0
958.1,144.15,170.0
959.2,144.02,170.0
960.2,143.96,170.0
961.3,145.13,13.1
962.3,149.56,0.0
963.3,154.58,0.0
964.3,159.34,0.0
965.3,160.41,0.0
966.3,160.45,0.0
967.3,160.46,0.0
968.4,160.46,0.0
969.4,160.46,0.0
970.4,160.45,0.0
971.4,160.45,0.0
972.4,160.44,0.0
973.4,160.45,0.0
974.5,160.45,0.0
975.5,160.46,0.0
976.5,160.46,0.0
977.5,160.46,0.0
978.6,160.47,0.0
979.6,160.46,0.0
980.6,160.46,0.0
981.6,160.45,0.0
982.6,160.45,0.0
983.6,160.46,0.0
984.7,160.46,0.0
985.7,160.47,0.0
986.7,160.48,0.0
987.7,160.46,0.0
988.7,160.46,0.0
989.7,160.45,0.0
990.7,160.44,69.7
991.8,159.49,180.0
992.8,154.78,180.0
993.8,149.4,180.0
994.9,144.83,180.0
995.9,142.43,180.0
997.0,142.6,180.0
998.0,142.71,180.0
999.1,142.74,180.0
1000.1,142.67,180.0
1001.1,142.53,180.0
1002.1,142.42,180.0
1003.1,142.38,180.0
1004.2,142.41,180.0
1005.2,142.48,180.0
1006.2,142.54,180.0
1007.2,142.53,180.0
1008.3,142.4,180.0
1009.3,142.25,180.0
1010.3,142.14,180.0
1011.3,142.11,180.0
1012.3,142.12,180.0
1013.3,142.1,180.0
1014.3,142.1,180.0
1015.3,142.11,180.0
1016.3,142.14,180.0
1017.4,142.19,180.0
1018.4,142.17,180.0
1019.4,142.06,180.0
1020.5,141.96,152.3
1021.5,144.43,0.0
1022.5,149.81,0.0
1023.5,155.43,0.0
1024.6,159.8,0.0
1025.6,160.15,0.0
1026.6,160.16,0.0
1027.6,160.18,0.0
1028.7,160.2,0.0
1029.7,160.18,0.0
1030.7,160.18,0.0
1031.8,160.16,0.0
1032.8,160.15,0.0
1033.8,160.14,0.0
1034.8,160.15,0.0
1035.8,160.15,0.0
1036.8,160.15,0.0
1037.8,160.15,0.0
1038.9,160.13,0.0
1039.9,160.12,0.0
1040.9,160.11,0.0
1041.9,160.1,0.0
1042.9,160.11,0.0
1043.9,160.13,0.0
1045.0,160.16,0.0
1046.0,160.19,0.0
1047.0,160.2,0.0
1048.0,160.21,0.0
1049.0,160.2,0.0
1050.0,160.19,0.0
1051.1,160.19,126.7
1052.1,160.04,190.0
1053.1,156.45,190.0
1054.1,151.54,190.0
1055.2,146.27,190.0
1056.2,141.87,190.0
1057.2,141.52,190.0
1058.2,141.53,190.0
1059.2,141.53,190.0
1060.3,141.43,190.0
1061.3,141.36,190.0
1062.3,141.36,190.0
1063.3,141.35,190.0
1064.4,141.35,190.0
1065.4,141.32,190.0
1066.4,141.19,190.0
1067.4,140.99,190.0
1068.4,140.83,190.0
1069.4,140.83,190.0
1070.4,140.92,190.0
1071.5,141.1,190.0
1072.5,141.22,190.0
1073.6,141.2,190.0
1074.6,141.04,190.0
1075.6,140.83,190.0
1076.6,140.69,190.0
1077.6,140.74,190.0
1078.6,140.89,190.0
1079.7,141.09,190.0
1080.7,141.17,135.7
1081.7,142.58,0.0
1082.7,147.75,0.0
1083.8,153.52,0.0
1084.8,158.99,0.0
1085.8,160.17,0.0
1086.8,160.15,0.0
1087.8,160.15,0.0
1088.8,160.15,0.0
1089.9,160.16,0.0
1090.9,160.15,0.0
1091.9,160.14,0.0
1092.9,160.14,0.0
1093.9,160.14,0.0
1094.9,160.14,0.0
1095.9,160.14,0.0
1097.0,160.12,0.0
1098.0,160.12,0.0
1099.1,160.12,0.0
1100.1,160.12,0.0
1101.1,160.12,0.0
1102.1,160.13,0.0
1103.1,160.12,0.0
1104.1,160.11,0.0
1105.2,160.11,0.0
1106.2,160.12,0.0
1107.2,160.13,0.0
1108.2,160.13,0.0
1109.2,160.13,0.0
1110.2,160.12,0.0
1111.2,160.12,86.7
1112.2,158.82,200.0
1113.3,153.65,200.0
1114.3,147.56,200.0
1115.3,141.71,200.0
1116.3,139.83,200.0
1117.3,139.9,200.0
1118.3,139.94,200.0
1119.3,139.95,200.0
1120.4,139.92,200.0
1121.4,139.84,200.0
1122.4,139.82,200.0
1123.4,139.79,200.0
1124.5,139.78,200.0
1125.5,139.78,200.0
1126.5,139.71,200.0
1127.5,139.52,200.0
1128.5,139.3,200.0
1129.5,139.14,200.0
1130.5,139.13,200.0
1131.6,139.24,200.0
1132.6,139.37,200.0
1133.6,139.5,200.0
1134.6,139.61,200.0
1135.6,139.59,200.0
1136.6,139.44,200.0
1137.6,139.26,200.0
1138.7,139.11,200.0
1139.7,139.09,200.0
1140.7,139.14,157.1
1141.7,139.41,0.0
1142.7,143.86,0.0
1143.8,150.23,0.0
1144.8,156.56,0.0
1145.8,160.09,0.0
1146.8,160.13,0.0
1147.9,160.15,0.0
1148.9,160.15,0.0
1149.9,160.15,0.0
1150.9,160.14,0.0
1152.0,160.13,0.0
1153.0,160.12,0.0
1154.0,160.12,0.0
1155.0,160.13,0.0
1156.0,160.15,0.0
1157.0,160.15,0.0
1158.1,160.16,0.0
1159.1,160.16,0.0
1160.1,160.17,0.0
1161.1,160.18,0.0
1162.1,160.18,0.0
1163.1,160.18,0.0
1164.2,160.17,0.0
1165.2,160.17,0.0
1166.2,160.18,0.0
1167.2,160.18,0.0
1168.2,160.18,0.0
1169.3,160.18,0.0
1170.3,160.21,13.1
1171.3,160.09,210.0
1172.7,157.34,210.0
